position,player_number,name,status,stat1,stat1_val,stat2,stat2_val,stat3,stat3_val,stat4,stat4_val,team
FS,32.0,"Green, T.J.",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND
FS,27.0,"Guy, Winston",ACT,TCKL,6,SCK,0,FF,0,INT,--,IND
DB,38.0,"Hightower, Lee",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND
WR,13.0,"Hilton, T.Y.",ACT,REC,69,YDS,1124,AVG,16.3,TDS,5,IND
TE,47.0,"Igwenagu, Emil",ACT,REC,--,YDS,--,AVG,--,TDS,--,IND
ILB,56.0,"Irving, Nate",ACT,TCKL,14,SCK,1,FF,1,INT,--,IND
ILB,52.0,"Jackson, D'Qwell",ACT,TCKL,150,SCK,3,FF,1,INT,1,IND
LB,53.0,"Jackson, Edwin",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND
DE,97.0,"Jones, Arthur",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND
DE,94.0,"Kerr, Zach",ACT,TCKL,29,SCK,0,FF,0,INT,--,IND
DE,90.0,"Langford, Kendall",ACT,TCKL,38,SCK,7,FF,0,INT,--,IND
WR,8.0,"Leak, Marcus",ACT,REC,--,YDS,--,AVG,--,TDS,--,IND
QB,12.0,"Luck, Andrew",ACT,TDS,15,INT,12,YDS,1881,RTG,74.9,IND
DT,68.0,"Lumpkin, Ricky",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND
OLB,92.0,"Maggitt, Curt",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND
OLB,98.0,"Mathis, Robert",ACT,TCKL,20,SCK,7,FF,1,INT,--,IND
P,1.0,"McAfee, Pat",ACT,PUNTS,85,AVG,47.7,LNG,63,IN 20,28,IND
DB,42.0,"McClure, Stefan",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND
TE,89.0,"McFarland, Mike",RES,REC,--,YDS,--,AVG,--,TDS,--,IND
DT,99.0,"McGill, T.Y.",ACT,TCKL,11,SCK,3,FF,0,INT,--,IND
WR,2.0,"McKay, Mekale",ACT,REC,--,YDS,--,AVG,--,TDS,--,IND
ILB,57.0,"McNary, Josh",ACT,TCKL,14,SCK,0,FF,0,INT,--,IND
DB,40.0,"Milton, Chris",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND
CB,43.0,"Mitchel, Tevin",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND
WR,10.0,"Moncrief, Donte",ACT,REC,64,YDS,733,AVG,11.5,TDS,6,IND
LB,51.0,"Moore, Sio",ACT,TCKL,13,SCK,0,FF,0,INT,--,IND
QB,7.0,"Morris, Stephen",ACT,TDS,0,INT,0,YDS,0,RTG,0,IND
ILB,44.0,"Morrison, Antonio",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND
LB,95.0,"Okine, Earl",ACT,TCKL,5,SCK,0,FF,0,INT,--,IND
NT,54.0,"Parry, David",ACT,TCKL,31,SCK,1,FF,0,INT,--,IND
RB,35.0,"Price, Chase",ACT,CAR,--,YDS,--,AVG,--,TDS,--,IND
DT,64.0,"Quarles, Kelcy",ACT,TCKL,0,SCK,--,FF,--,INT,--,IND
TE,49.0,"Reuland, Konrad",ACT,REC,--,YDS,--,AVG,--,TDS,--,IND
DT,91.0,"Ridgeway, Hassan",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND
DB,25.0,"Robinson, Patrick",ACT,TCKL,49,SCK,0,FF,1,INT,1,IND
WR,3.0,"Rogers, Chester",ACT,REC,--,YDS,--,AVG,--,TDS,--,IND
DB,35.0,"Rose, Winston",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND
ILB,47.0,"Sarao, Anthony",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND
DE,65.0,"Simmons, Delvon",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND
CB,30.0,"Smith, D'Joun",ACT,TCKL,1,SCK,0,FF,0,INT,--,IND
WR,5.0,"Smith, Tevaun",ACT,REC,--,YDS,--,AVG,--,TDS,--,IND
FS,41.0,"Southward, Dezmen",ACT,TCKL,1,SCK,0,FF,0,INT,--,IND
WR,14.0,"Stangby, Joshua",ACT,REC,--,YDS,--,AVG,--,TDS,--,IND
TE,86.0,"Swoope, Erik",ACT,REC,--,YDS,--,AVG,--,TDS,--,IND
LB,48.0,"Sylvestre, Junior",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND
LB,59.0,"Thompson, Ron",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND
RB,28.0,"Todman, Jordan",ACT,CAR,4,YDS,22,AVG,5.5,TDS,0,IND
QB,16.0,"Tolzien, Scott",ACT,TDS,0,INT,0,YDS,4,RTG,83.3,IND
RB,33.0,"Turbin, Robert",ACT,CAR,50,YDS,199,AVG,4,TDS,1,IND
K,4.0,"Vinatieri, Adam",ACT,FGA,27,FGM,25,PCT,92.6,LNG,55,IND
OLB,93.0,"Walden, Erik",ACT,TCKL,42,SCK,3,FF,1,INT,--,IND
DB,37.0,"White, Darius",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND
CB,46.0,"Williams, Frankie",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND
RB,40.0,"Williams, Trey",ACT,CAR,2,YDS,12,AVG,6,TDS,0,IND
DB,36.0,"Williamson, Andrew",RES,TCKL,--,SCK,--,FF,--,INT,--,IND
QB,9.0,"Allen, Brandon",ACT,TDS,--,INT,--,YDS,--,RTG,--,JAX
DT,93.0,"Alualu, Tyson",ACT,TCKL,26,SCK,2,FF,0,INT,--,JAX
DB,21.0,"Amukamara, Prince",ACT,TCKL,63,SCK,0,FF,1,INT,1,JAX
OLB,57.0,"Armbrister, Thurston",ACT,TCKL,23,SCK,0,FF,0,INT,--,JAX
NT,94.0,"Ash, Richard",ACT,TCKL,0,SCK,--,FF,--,INT,--,JAX
RB,29.0,"Banyard, Joe",ACT,CAR,--,YDS,--,AVG,--,TDS,--,JAX
DT,79.0,"Barnes, T.J.",ACT,TCKL,4,SCK,0,FF,0,INT,0,JAX
OLB,54.0,"Bartu, Joplo",ACT,TCKL,12,SCK,0,FF,0,INT,0,JAX
WR,17.0,"Benn, Arrelious",ACT,REC,--,YDS,--,AVG,--,TDS,--,JAX
DT,96.0,"Bennett, Michael",ACT,TCKL,10,SCK,0.5,FF,0,INT,--,JAX
WR,14.0,"Blackmon, Justin",SUS,REC,--,YDS,--,AVG,--,TDS,--,JAX
CB,30.0,"Boddy-Calhoun, Briean",ACT,TCKL,--,SCK,--,FF,--,INT,--,JAX
QB,5.0,"Bortles, Blake",ACT,TDS,35,INT,18,YDS,4428,RTG,88.2,JAX
TE,86.0,"Bowman, Braedon",ACT,REC,--,YDS,--,AVG,--,TDS,--,JAX
CB,22.0,"Colvin, Aaron",ACT,TCKL,73,SCK,4,FF,1,INT,--,JAX
SS,37.0,"Cyprien, Johnathan",ACT,TCKL,108,SCK,0,FF,1,INT,1,JAX
DE,59.0,"Davis, Ryan",ACT,TCKL,11,SCK,3.5,FF,1,INT,--,JAX
DT,92.0,"Day, Sheldon",ACT,TCKL,--,SCK,--,FF,--,INT,--,JAX
FS,26.0,"Evans, Josh",ACT,TCKL,53,SCK,0,FF,1,INT,--,JAX
WR,84.0,"Evans, Shaq",ACT,REC,--,YDS,--,AVG,--,TDS,--,JAX
K,1.0,"Ficken, Sam",ACT,FGA,--,FGM,--,PCT,--,LNG,--,JAX
DE,56.0,"Fowler, Dante",ACT,TCKL,--,SCK,--,FF,--,INT,--,JAX
DB,39.0,"Gipson, Tashaun",ACT,TCKL,60,SCK,0,FF,0,INT,2,JAX
RB,30.0,"Grant, Corey",ACT,CAR,6,YDS,2,AVG,0.3,TDS,0,JAX
CB,27.0,"Gratz, Dwayne",ACT,TCKL,27,SCK,0,FF,0,INT,--,JAX
RB,34.0,"Gray, Jonas",RES,CAR,45,YDS,176,AVG,3.9,TDS,0,JAX
WR,13.0,"Greene, Rashad",ACT,REC,19,YDS,93,AVG,4.9,TDS,2,JAX
QB,7.0,"Henne, Chad",ACT,TDS,--,INT,--,YDS,--,RTG,0,JAX
DB,48.0,"Hilton, Mike",ACT,TCKL,--,SCK,--,FF,--,INT,--,JAX
DE,49.0,"Holmes, Tyrone",ACT,TCKL,--,SCK,--,FF,--,INT,--,JAX
CB,31.0,"House, Davon",ACT,TCKL,60,SCK,0,FF,1,INT,4,JAX
WR,88.0,"Hurns, Allen",ACT,REC,64,YDS,1031,AVG,16.1,TDS,10,JAX
RB,33.0,"Ivory, Chris",ACT,CAR,247,YDS,1070,AVG,4.3,TDS,7,JAX
OLB,44.0,"Jack, Myles",ACT,TCKL,--,SCK,--,FF,--,INT,--,JAX
DT,90.0,"Jackson, Malik",ACT,TCKL,45,SCK,5,FF,0,INT,--,JAX
TE,85.0,"Jacobs, Nic",ACT,REC,1,YDS,6,AVG,6,TDS,0,JAX
CB,36.0,"Johnson, Josh",ACT,TCKL,--,SCK,--,FF,--,INT,--,JAX
DT,95.0,"Jones, Abry",ACT,TCKL,17,SCK,2,FF,1,INT,--,JAX
TE,83.0,"Koyack, Ben",ACT,REC,--,YDS,--,AVG,--,TDS,--,JAX
WR,18.0,"Lawrence, Rashad",ACT,REC,--,YDS,--,AVG,--,TDS,--,JAX
WR,11.0,"Lee, Marqise",ACT,REC,15,YDS,191,AVG,12.7,TDS,1,JAX
TE,89.0,"Lewis, Marcedes",ACT,REC,16,YDS,226,AVG,14.1,TDS,0,JAX
DT,99.0,"Marks, Sen'Derrick",ACT,TCKL,6,SCK,0,FF,0,INT,--,JAX
CB,41.0,"Marshall, Nick",ACT,TCKL,13,SCK,0,FF,0,INT,--,JAX
WR,11.0,"Aiken, Kamar",ACT,REC,75,YDS,944,AVG,12.6,TDS,5,BAL
RB,37.0,"Allen, Javorius",ACT,CAR,137,YDS,514,AVG,3.8,TDS,1,BAL
CB,24.0,"Arrington, Kyle",ACT,TCKL,28,SCK,0,FF,1,INT,--,BAL
LB,45.0,"Beyer, Brennen",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
TE,86.0,"Boyle, Nick",ACT,REC,18,YDS,153,AVG,8.5,TDS,0,BAL
FS,31.0,"Brooks, Terrence",ACT,TCKL,8,SCK,0,FF,0,INT,--,BAL
ILB,59.0,"Brown, Arthur",ACT,TCKL,2,SCK,0,FF,0,INT,--,BAL
TE,83.0,"Brown, Daniel",ACT,REC,6,YDS,64,AVG,10.7,TDS,0,BAL
DB,28.0,"Brown, Sam",RES,TCKL,--,SCK,--,FF,--,INT,--,BAL
WR,17.0,"Butler, Jeremy",ACT,REC,31,YDS,363,AVG,11.7,TDS,0,BAL
DB,33.0,"Byndom, Carrington",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
WR,15.0,"Campanaro, Michael",ACT,REC,5,YDS,35,AVG,7,TDS,0,BAL
CB,49.0,"Canady, Maurice",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
LB,56.0,"Carter, Chris",ACT,TCKL,10,SCK,0,FF,0,INT,0,BAL
WR,16.0,"Clay, Kaelin",RES,REC,--,YDS,--,AVG,--,TDS,--,BAL
DT,70.0,"Coley, Trevon",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
WR,11.0,"Collins, Dobson",ACT,REC,--,YDS,--,AVG,--,TDS,--,BAL
LB,53.0,"Conner, Kavell",ACT,TCKL,22,SCK,0,FF,0,INT,--,BAL
LB,51.0,"Correa, Kamalei",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
DE,94.0,"Davis, Carl",ACT,TCKL,11,SCK,0,FF,0,INT,--,BAL
SS,39.0,"Davis, Will",ACT,TCKL,1,SCK,0,FF,0,INT,0,BAL
RB,30.0,"Dixon, Kenneth",ACT,CAR,--,YDS,--,AVG,--,TDS,--,BAL
OLB,58.0,"Dumervil, Elvis",ACT,TCKL,48,SCK,6,FF,1,INT,--,BAL
SS,26.0,"Elam, Matt",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
QB,5.0,"Flacco, Joe",ACT,TDS,14,INT,12,YDS,2791,RTG,83.1,BAL
RB,29.0,"Forsett, Justin",ACT,CAR,151,YDS,641,AVG,4.2,TDS,2,BAL
TE,80.0,"Gillmore, Crockett",ACT,REC,33,YDS,412,AVG,12.5,TDS,4,BAL
DE,93.0,"Guy, Lawrence",ACT,TCKL,46,SCK,4.5,FF,0,INT,--,BAL
DT,69.0,"Henry, Willie",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
RB,33.0,"Houston, Stephen",ACT,CAR,--,YDS,--,AVG,--,TDS,--,BAL
WR,85.0,"Jacobs, Chuck",ACT,REC,--,YDS,--,AVG,--,TDS,--,BAL
DE,99.0,"Jernigan, Timmy",ACT,TCKL,37,SCK,4,FF,0,INT,--,BAL
QB,8.0,"Johnson, Jerrod",ACT,TDS,--,INT,--,YDS,--,RTG,--,BAL
QB,2.0,"Johnson, Josh",ACT,TDS,0,INT,0,YDS,0,RTG,0,BAL
LB,91.0,"Judon, Matt",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
FB,44.0,"Juszczyk, Kyle",ACT,CAR,2,YDS,3,AVG,1.5,TDS,0,BAL
DE,92.0,"Kaufusi, Bronson",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
P,4.0,"Koch, Sam",ACT,PUNTS,74,AVG,46.7,LNG,67,IN 20,29,BAL
CB,41.0,"Levine, Anthony",ACT,TCKL,7,SCK,0,FF,1,INT,--,BAL
FS,23.0,"Lewis, Kendrick",ACT,TCKL,61,SCK,0,FF,1,INT,--,BAL
DE,95.0,"Lewis-Moore, Kapron",ACT,TCKL,3,SCK,0,FF,0,INT,--,BAL
K,3.0,"Lutz, Will",ACT,FGA,--,FGM,--,PCT,--,LNG,--,BAL
QB,13.0,"Mallett, Ryan",ACT,TDS,5,INT,6,YDS,1336,RTG,67.9,BAL
WR,84.0,"Matthews, Chris",ACT,REC,13,YDS,151,AVG,11.6,TDS,1,BAL
OLB,50.0,"McClellan, Albert",ACT,TCKL,17,SCK,1,FF,0,INT,--,BAL
WR,10.0,"Moore, Chris",ACT,REC,--,YDS,--,AVG,--,TDS,--,BAL
ILB,57.0,"Mosley, C.J.",ACT,TCKL,117,SCK,4,FF,1,INT,--,BAL
LB,40.0,"Ochi, Victor",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
LB,42.0,"Ojemudia, Mario",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
LB,48.0,"Onwuasor, Patrick",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
LB,54.0,"Orr, Zach",ACT,TCKL,22,SCK,1,FF,0,INT,--,BAL
WR,18.0,"Perriman, Breshad",ACT,REC,--,YDS,--,AVG,--,TDS,--,BAL
DT,78.0,"Pierce, Michael",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
TE,88.0,"Pitta, Dennis",ACT,REC,--,YDS,--,AVG,--,TDS,--,BAL
DB,36.0,"Powers, Jerraud",ACT,TCKL,52,SCK,1,FF,0,INT,1,BAL
CB,27.0,"Price, Sheldon",ACT,TCKL,1,SCK,0,FF,0,INT,0,BAL
WR,81.0,"Reynolds, Keenan",ACT,REC,--,YDS,--,AVG,--,TDS,--,BAL
DB,38.0,"Rolle, Jumal",RES,TCKL,3,SCK,0,FF,0,INT,0,BAL
CB,22.0,"Smith, Jimmy",ACT,TCKL,54,SCK,1,FF,0,INT,3,BAL
WR,89.0,"Smith, Steve",ACT,REC,46,YDS,670,AVG,14.6,TDS,3,BAL
LB,90.0,"Smith, Za'Darius",ACT,TCKL,30,SCK,5.5,FF,0,INT,--,BAL
OLB,55.0,"Suggs, Terrell",ACT,TCKL,0,SCK,--,FF,--,INT,--,BAL
RB,34.0,"Taliaferro, Lorenzo",ACT,CAR,13,YDS,47,AVG,3.6,TDS,1,BAL
K,9.0,"Tucker, Justin",ACT,FGA,40,FGM,33,PCT,82.5,LNG,52,BAL
DE,96.0,"Urban, Brent",ACT,TCKL,11,SCK,1,FF,0,INT,--,BAL
WR,12.0,"Wallace, Mike",ACT,REC,39,YDS,473,AVG,12.1,TDS,2,BAL
TE,84.0,"Waller, Darren",ACT,REC,2,YDS,18,AVG,9,TDS,0,BAL
TE,82.0,"Watson, Benjamin",ACT,REC,74,YDS,825,AVG,11.1,TDS,6,BAL
CB,21.0,"Webb, Lardarius",ACT,TCKL,54,SCK,0,FF,0,INT,1,BAL
DB,32.0,"Weddle, Eric",ACT,TCKL,78,SCK,0.5,FF,0,INT,--,BAL
RB,28.0,"West, Terrance",ACT,CAR,62,YDS,231,AVG,3.7,TDS,0,BAL
WR,6.0,"White, Darius",ACT,REC,--,YDS,--,AVG,--,TDS,--,BAL
NT,98.0,"Williams, Brandon",ACT,TCKL,53,SCK,2,FF,1,INT,--,BAL
TE,87.0,"Williams, Maxx",ACT,REC,32,YDS,268,AVG,8.4,TDS,1,BAL
CB,47.0,"Wilson, Julian",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
CB,35.0,"Wright, Shareece",ACT,TCKL,40,SCK,0,FF,0,INT,0,BAL
CB,43.0,"Young, Tavon",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
WR,15.0,"Alford, Mario",ACT,REC,1,YDS,15,AVG,15,TDS,0,CIN
DT,97.0,"Atkins, Geno",ACT,TCKL,42,SCK,11,FF,1,INT,--,CIN
WR,80.0,"Bennett, Michael",ACT,REC,--,YDS,--,AVG,--,TDS,--,CIN
RB,25.0,"Bernard, Giovani",ACT,CAR,154,YDS,730,AVG,4.7,TDS,2,CIN
NT,75.0,"Billings, Andrew",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
FB,40.0,"Bonnet, Andrew",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CIN
WR,83.0,"Boyd, Tyler",ACT,REC,--,YDS,--,AVG,--,TDS,--,CIN
DB,23.0,"Brown, Chykie",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
DE,76.0,"Brown, Ryan",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
OLB,55.0,"Burfict, Vontaze",ACT,TCKL,74,SCK,1,FF,0,INT,2,CIN
RB,33.0,"Burkhead, Rex",ACT,CAR,4,YDS,4,AVG,1,TDS,0,CIN
RB,39.0,"Carson, Tra",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CIN
DE,93.0,"Clarke, Will",ACT,TCKL,4,SCK,0.5,FF,0,INT,--,CIN
WR,16.0,"Core, Cody",ACT,REC,--,YDS,--,AVG,--,TDS,--,CIN
QB,14.0,"Dalton, Andy",ACT,TDS,25,INT,7,YDS,3250,RTG,106.2,CIN
LB,56.0,"Dansby, Karlos",ACT,TCKL,108,SCK,0,FF,2,INT,3,CIN
OLB,47.0,"Dawson, P.J.",ACT,TCKL,12,SCK,0,FF,0,INT,--,CIN
DT,71.0,"Dean, David",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
CB,21.0,"Dennard, Darqueze",ACT,TCKL,20,SCK,0,FF,0,INT,1,CIN
LB,51.0,"DiManche, Jayson",ACT,TCKL,0,SCK,--,FF,--,INT,--,CIN
DE,96.0,"Dunlap, Carlos",ACT,TCKL,55,SCK,13.5,FF,2,INT,--,CIN
TE,85.0,"Eifert, Tyler",ACT,REC,52,YDS,615,AVG,11.8,TDS,13,CIN
WR,12.0,"Erickson, Alex",ACT,REC,--,YDS,--,AVG,--,TDS,--,CIN
SAF,42.0,"Fejedelem, Clayton",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
OLB,53.0,"Flowers, Marquis",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
DE,95.0,"Gangwish, Jack",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
WR,82.0,"Grant, Antwane",ACT,REC,--,YDS,--,AVG,--,TDS,--,CIN
WR,18.0,"Green, A.J.",ACT,REC,86,YDS,1297,AVG,15.1,TDS,10,CIN
DT,91.0,"Hardison, Marcus",ACT,TCKL,0,SCK,--,FF,--,INT,--,CIN
OLB,45.0,"Harris, Darien",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
TE,89.0,"Hewitt, Ryan",ACT,REC,8,YDS,99,AVG,12.4,TDS,0,CIN
RB,34.0,"Hill, Bronson",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CIN
RB,32.0,"Hill, Jeremy",ACT,CAR,223,YDS,794,AVG,3.6,TDS,11,CIN
CB,28.0,"Hillary, Darius",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
K,4.0,"Hocker, Zach",ACT,FGA,14,FGM,10,PCT,71.4,LNG,51,CIN
P,10.0,"Huber, Kevin",ACT,PUNTS,68,AVG,45.8,LNG,67,IN 20,22,CIN
DE,99.0,"Hunt, Margus",ACT,TCKL,2,SCK,0,FF,0,INT,--,CIN
SS,43.0,"Iloka, George",ACT,TCKL,47,SCK,0,FF,0,INT,1,CIN
CB,22.0,"Jackson, William",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
DE,90.0,"Johnson, Michael",ACT,TCKL,42,SCK,5,FF,3,INT,--,CIN
CB,24.0,"Jones, Adam",ACT,TCKL,62,SCK,1,FF,1,INT,3,CIN
CB,27.0,"Kirkpatrick, Dre",ACT,TCKL,70,SCK,0,FF,0,INT,--,CIN
TE,81.0,"Kroft, Tyler",ACT,REC,11,YDS,129,AVG,11.7,TDS,1,CIN
WR,84.0,"Kumerow, Jake",ACT,REC,--,YDS,--,AVG,--,TDS,--,CIN
WR,11.0,"LaFell, Brandon",ACT,REC,37,YDS,515,AVG,13.9,TDS,0,CIN
TE,88.0,"Lengel, Matt",ACT,REC,--,YDS,--,AVG,--,TDS,--,CIN
CB,37.0,"Lewis-Harris, Chris",ACT,TCKL,4,SCK,0,FF,0,INT,0,CIN
QB,8.0,"Licata, Joe",ACT,TDS,--,INT,--,YDS,--,RTG,--,CIN
FB,44.0,"Luc, Jeff",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CIN
MLB,58.0,"Maualuga, Rey",ACT,TCKL,75,SCK,0,FF,0,INT,1,CIN
QB,5.0,"McCarron, AJ",ACT,TDS,6,INT,2,YDS,854,RTG,97.1,CIN
CB,29.0,"McRae, Tony",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
K,2.0,"Nugent, Mike",ACT,FGA,28,FGM,23,PCT,82.1,LNG,52,CIN
RB,30.0,"Peerman, Cedric",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CIN
DT,94.0,"Peko, Domata",ACT,TCKL,35,SCK,5,FF,0,INT,--,CIN
TE,48.0,"Peters, John",ACT,REC,--,YDS,--,AVG,--,TDS,--,CIN
DB,41.0,"Raven, Floyd",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
OLB,57.0,"Rey, Vincent",ACT,TCKL,98,SCK,1,FF,0,INT,1,CIN
LB,52.0,"Roach, Trevor",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
WR,17.0,"Russell, Alonzo",ACT,REC,--,YDS,--,AVG,--,TDS,--,CIN
CB,26.0,"Shaw, Josh",ACT,TCKL,23,SCK,0,FF,0,INT,--,CIN
WR,13.0,"Simonise, Rashaun",ACT,REC,--,YDS,--,AVG,--,TDS,--,CIN
DT,92.0,"Sims, Pat",ACT,TCKL,16,SCK,0,FF,0,INT,--,CIN
FS,31.0,"Smith, Derron",ACT,TCKL,4,SCK,0,FF,0,INT,--,CIN
WR,19.0,"Tate, Brandon",ACT,REC,2,YDS,59,AVG,29.5,TDS,1,CIN
DT,98.0,"Thompson, Brandon",ACT,TCKL,8,SCK,0.5,FF,0,INT,--,CIN
DB,38.0,"Tindal, Corey",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
TE,87.0,"Uzomah, C.J.",ACT,REC,1,YDS,4,AVG,4,TDS,0,CIN
ILB,59.0,"Vigil, Nick",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
QB,3.0,"Wenning, Keith",ACT,TDS,--,INT,--,YDS,--,RTG,0,CIN
DT,69.0,"Williams, DeShawn",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
SS,36.0,"Williams, Shawn",ACT,TCKL,32,SCK,0,FF,0,INT,2,CIN
DB,27.0,"Wilson, Jimmy",ACT,TCKL,44,SCK,1,FF,0,INT,1,CIN
WR,86.0,"Wright, James",ACT,REC,--,YDS,--,AVG,--,TDS,--,CIN
DT,97.0,"Adeyemi, Kenton",ACT,TCKL,0,SCK,0,FF,0,INT,0,CLE
ILB,54.0,"Alexander, Dominique",ACT,TCKL,--,SCK,--,FF,--,INT,--,CLE
NT,62.0,"Anunoby, Chigbo",ACT,TCKL,--,SCK,--,FF,--,INT,--,CLE
DB,40.0,"Baker, Sean",ACT,TCKL,--,SCK,--,FF,--,INT,--,CLE
TE,82.0,"Barnidge, Gary",ACT,REC,79,YDS,1043,AVG,13.2,TDS,9,CLE
TE,88.0,"Bibbs, E.J.",ACT,REC,1,YDS,7,AVG,7,TDS,0,CLE
OLB,95.0,"Bryant, Armonty",ACT,TCKL,40,SCK,5.5,FF,2,INT,--,CLE
DB,31.0,"Caldwell, Trey",ACT,TCKL,--,SCK,--,FF,--,INT,--,CLE
DB,24.0,"Campbell, Ibraheim",ACT,TCKL,16,SCK,0,FF,0,INT,--,CLE
ILB,59.0,"Carder, Tank",ACT,TCKL,16,SCK,0,FF,0,INT,--,CLE
WR,19.0,"Coleman, Corey",ACT,REC,--,YDS,--,AVG,--,TDS,--,CLE
K,6.0,"Coons, Travis",ACT,FGA,32,FGM,28,PCT,87.5,LNG,47,CLE
DL,96.0,"Cooper, Xavier",ACT,TCKL,19,SCK,1.5,FF,0,INT,--,CLE
RB,34.0,"Crowell, Isaiah",ACT,CAR,185,YDS,706,AVG,3.8,TDS,4,CLE
QB,7.0,"Davis, Austin",ACT,TDS,1,INT,3,YDS,547,RTG,66.2,CLE
LB,56.0,"Davis, Demario",ACT,TCKL,90,SCK,2,FF,0,INT,--,CLE
CB,26.0,"Desir, Pierre",ACT,TCKL,37,SCK,0,FF,0,INT,--,CLE
TE,87.0,"Devalve, Seth",ACT,REC,--,YDS,--,AVG,--,TDS,--,CLE
WR,9.0,"Eagan, Ed",ACT,REC,--,YDS,--,AVG,--,TDS,--,CLE
CB,49.0,"Everette, Mikell",ACT,TCKL,--,SCK,--,FF,--,INT,--,CLE
WR,18.0,"Gabriel, Taylor",ACT,REC,28,YDS,241,AVG,8.6,TDS,0,CLE
CB,43.0,"Gaines, Charles",ACT,TCKL,15,SCK,0,FF,1,INT,--,CLE
CB,21.0,"Gilbert, Justin",ACT,TCKL,10,SCK,0,FF,0,INT,--,CLE
WR,12.0,"Gordon, Josh",ACT,REC,--,YDS,--,AVG,--,TDS,--,CLE
QB,10.0,"Griffin III, Robert",ACT,TDS,--,INT,--,YDS,--,RTG,0,CLE
CB,23.0,"Haden, Joe",ACT,TCKL,22,SCK,0,FF,0,INT,--,CLE
WR,85.0,"Hall, Rannell",RES,REC,--,YDS,--,AVG,--,TDS,--,CLE
TE,89.0,"Hamlett, Connor",ACT,REC,--,YDS,--,AVG,--,TDS,--,CLE
WR,16.0,"Hawkins, Andrew",ACT,REC,27,YDS,276,AVG,10.2,TDS,0,CLE
DT,96.0,"Hayden, Nick",ACT,TCKL,48,SCK,0,FF,0,INT,--,CLE
WR,81.0,"Higgins, Rashard",ACT,REC,--,YDS,--,AVG,--,TDS,--,CLE
TE,49.0,"Holtz, J.P.",ACT,REC,--,YDS,--,AVG,--,TDS,--,CLE
CB,41.0,"Howard, Tracy",ACT,TCKL,--,SCK,--,FF,--,INT,--,CLE
DE,93.0,"Hughes, John",ACT,TCKL,24,SCK,1.5,FF,1,INT,--,CLE
RB,39.0,"Hughes, Robert",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CLE
